Date,spx
2000-03-31,0.0926923899342902
2000-04-28,-0.03373495922641001
2000-05-31,-0.025422233151480626
2000-06-30,0.02033832720266293
2000-07-31,-0.019640466081227825
2000-08-31,0.05652661010541005
2000-09-29,-0.056686649815760985
2000-10-31,-0.008712155465281923
2000-11-30,-0.08343690709356721
2000-12-29,0.0007930063328438486
2001-01-31,0.03149724934728804
2001-02-28,-0.09466609553728422
2001-03-30,-0.0667650078368599
2001-04-30,0.07448977625110254
2001-05-31,0.0028549512691984358
2001-06-29,-0.026998135383459517
2001-07-31,-0.012808450053222177
2001-08-31,-0.06613929349718327
2001-09-28,-0.08274890413020497
2001-10-31,0.016693088697728786
2001-11-30,0.07400801480092413
2001-12-31,0.006625318376185296
2002-01-31,-0.016523140917234502
2002-02-28,-0.0216578691374576
2002-03-29,0.035710184876071034
2002-04-30,-0.06240263811368053
2002-05-31,-0.010124121070418934
2002-06-28,-0.07334038564148893
2002-07-31,-0.0799432793419127
2002-08-30,0.003893499581220761
2002-09-30,-0.11083120455665096
2002-10-31,0.08536126045649417
2002-11-29,0.056352113896086964
2002-12-31,-0.060981171027306484
2003-01-31,-0.028072909258033074
2003-02-28,-0.017603850074434657
2003-03-31,0.007698232545176653
2003-04-30,0.08033899560867774
2003-05-30,0.05025154303305146
2003-06-30,0.010786723447214095
2003-07-31,0.01567273173315087
2003-08-29,0.0173151066539583
2003-09-30,-0.01248045417827992
2003-10-31,0.05434770958697355
2003-11-28,0.006637309943965164
2003-12-31,0.05020014901055903
2004-01-30,0.016782562311469018
2004-02-27,0.01172086938519179
2004-03-31,-0.016941934879159848
2004-04-30,-0.017327260507562503
2004-05-31,0.011517315322136843
2004-06-30,0.0172531983519697
2004-07-30,-0.035034184526087864
2004-08-31,0.0013919754066611392
2004-09-30,0.0083974045718056
2004-10-29,0.012982399818504131
2004-11-30,0.03735029865465722
2004-12-31,0.03108241104340625
2005-01-31,-0.026548480186018845
2005-02-28,0.017543064753695825
2005-03-31,-0.02076019044406363
2005-04-29,-0.021698219133688523
2005-05-31,0.028252425260605563
2005-06-30,-0.0019598271989210714
2005-07-29,0.03411889907012888
2005-08-31,-0.013400131516612457
2005-09-30,0.004939755780027477
2005-10-31,-0.019861416700878043
2005-11-30,0.03283710056215017
2005-12-30,-0.0032277432499827623
2006-01-31,0.023045912441164385
2006-02-28,-0.0019038287782007226
2006-03-31,0.008133033480324459
2006-04-28,0.009711999264565565
2006-05-31,-0.03372966105037012
2006-06-30,-0.0028602866517527525
2006-07-31,0.002304835408238226
2006-08-31,0.0180147331694529
2006-09-29,0.021811678288899072
2006-10-31,0.0283914992992198
2006-11-30,0.013513200732294894
2006-12-29,0.009869048515148249
2007-01-31,0.011234060900702671
2007-02-28,-0.024465843155633826
2007-03-30,0.006907817374554259
2007-04-30,0.040454901856219694
2007-05-31,0.029549975979493718
2007-06-29,-0.02048378388089378
2007-07-31,-0.034732264169752836
2007-08-31,0.0101251698647693
2007-09-28,0.033656284022035354
2007-10-31,0.012278792527754323
2007-11-30,-0.045881794783212304
2007-12-31,-0.010274909147874768
2008-01-31,-0.06267525226745663
2008-02-29,-0.03589905616427391
2008-03-31,-0.006636896595821451
2008-04-30,0.04673085849569758
2008-05-30,0.009649827161304804
2008-06-30,-0.08694709493227204
2008-07-31,-0.010831157768665722
2008-08-29,0.011182610932438886
2008-09-30,-0.09135486475240462
2008-10-31,-0.16974992851160464
2008-11-28,-0.07493732355814098
2008-12-31,0.007815176838003923
2009-01-30,-0.08571354690443722
2009-02-27,-0.1100635028978878
2009-03-31,0.08527556117691959
2009-04-30,0.0938340134530975
2009-05-29,0.052986917391275146
2009-06-30,9.809291475781912e-05
2009-07-31,0.07403018534193427
2009-08-31,0.033465120428358475
2009-09-30,0.03565743118412423
2009-10-30,-0.019799089403964687
2009-11-30,0.057342816667505625
2009-12-31,0.017746944687286215
2010-01-29,-0.03699911383261678
2010-02-26,0.028463188618462976
2010-03-31,0.058703956105540474
2010-04-30,0.014671808367435757
2010-05-31,-0.0820512647988858
2010-06-30,-0.053945256973123364
2010-07-30,0.0686874436474596
2010-08-31,-0.04753121296332108
2010-09-30,0.08746395031532628
2010-10-29,0.03678201510748536
2010-11-30,-0.0023635908209775898
2010-12-31,0.06521893518486976
2011-01-31,0.022566053531714925
2011-02-28,0.031890857871325506
2011-03-31,-0.0011036078598094523
2011-04-29,0.02846797398910028
2011-05-31,-0.013517371489168428
2011-06-30,-0.018272990606773454
2011-07-29,-0.02148866031720897
2011-08-31,-0.05679706927797901
2011-09-30,-0.07176527969734392
2011-10-31,0.10771860249962996
2011-11-30,-0.005060873726145831
2011-12-30,0.008533176039751345
2012-01-31,0.0435679072765558
2012-02-29,0.040541995643055266
2012-03-30,0.031285760305964416
2012-04-30,-0.007538977515778478
2012-05-31,-0.06269688971701981
2012-06-29,0.03950705303889657
2012-07-31,0.012547013240213678
2012-08-31,0.019704576997280118
2012-09-28,0.024183756875392204
2012-10-31,-0.019844090028968808
2012-11-30,0.002796912252836403
2012-12-31,0.007035592369108557
2013-01-31,0.050388609938919034
2013-02-28,0.011013004463472198
2013-03-29,0.035942128752490365
2013-04-30,0.01805214309981573
2013-05-31,0.020741396980293203
2013-06-28,-0.015021779939688784
2013-07-31,0.04944656015653326
2013-08-30,-0.031318645458377814
2013-09-30,0.029743476701045164
2013-10-31,0.04457201855852433
2013-11-29,0.028016087761357774
2013-12-31,0.023528332323302203
2014-01-31,-0.03560356986276847
2014-02-28,0.04309436880540929
2014-03-31,0.006907273463407026
2014-04-30,0.006188231916497865
2014-05-30,0.021016547878096148
2014-06-30,0.019044033879092925
2014-07-31,-0.015090129276378315
2014-08-29,0.037642526445575086
2014-09-30,-0.01552068795788897
2014-10-31,0.023195633196861243
2014-11-28,0.024527893972962955
2014-12-31,-0.004197494799601076
2015-01-30,-0.0310489312089951
2015-02-27,0.05488680244877786
2015-03-31,-0.017405471168836173
2015-04-30,0.00851335208126458
2015-05-29,0.010487651146592558
2015-06-30,-0.021014781450558684
2015-07-31,0.019728545610145483
2015-08-31,-0.06261066824114936
2015-09-30,-0.02644850252207831
2015-10-30,0.08297884089137962
2015-11-30,0.00044698122062158946
2015-12-31,-0.017652254389327382
2016-01-29,-0.0508566758832969
2016-02-29,-0.004293144977908781
2016-03-31,0.06580996774760406
2016-04-29,0.002571693026575339
2016-05-31,0.015176128219566154
2016-06-30,0.0007498030703985138
2016-07-29,0.03544748740678627
2016-08-31,-0.0014003038049360539
2016-09-30,-0.0013952332705300385
